contig,CLEAN_DAY0_DO_0_ENV_CELL_CONTROL_NONE,DAY7_DO_0_12C_CELL_ENRICHED_10,DAY7_DO_0_12C_CELL_ENRICHED_6,DAY7_DO_0_12C_CELL_ENRICHED_7,DAY7_DO_0_12C_CELL_ENRICHED_8,DAY7_DO_0_12C_CELL_ENRICHED_9,DAY7_DO_0_13C_CELL_ENRICHED_5,DAY7_DO_0_13C_CELL_ENRICHED_6,DAY7_DO_0_13C_CELL_ENRICHED_7,DAY7_DO_0_13C_CELL_ENRICHED_8,DAY7_DO_0_13C_CELL_ENRICHED_9
day0_DO_0_env_virus_control_000000019941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078231135344947,0.0
day0_DO_0_env_virus_control_000000019943,0.6128609429816108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019944,0.6935680751173708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019946,1.0255205414493254,0.0,0.0,0.0,0.0,0.5032116221925249,0.0,0.0,0.0,0.4328145880932879,0.0
day0_DO_0_env_virus_control_000000019947,0.0,0.2305776301743565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019951,4.031978784806177,0.0,0.0,0.0,0.0,0.0057327821542781,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019953,0.0910779230828754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019956,0.0,0.1344655112248458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019957,0.9014241426080216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019960,0.2135854341736694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019961,0.0,4.108635097493036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1174890569040987
day0_DO_0_env_virus_control_000000019963,6.691278845568387,0.0,0.6155141969921455,0.0,0.0,0.0,0.0,0.8617848227151874,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019967,1.9890547263681595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2802653399668325,0.6222222222222222,0.0
day0_DO_0_env_virus_control_000000019968,0.0,0.5756956738844251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019970,0.0,0.1831435989614539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019977,1.8190585426371104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019981,4.259739672783151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1545692850040676,0.0,0.0
day0_DO_0_env_virus_control_000000019982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019985,0.0,4.28612201212986,0.0,0.0,0.0,1.1733856582233322,0.0,0.0,0.0,0.0,2.5522654298965395
day0_DO_0_env_virus_control_000000019986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019988,0.0,2.8582882882882883,0.0763963963963964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9185585585585586
day0_DO_0_env_virus_control_000000019989,0.7717034521788342,0.0,0.0,0.0,0.0,0.0,0.0,5.659309564233164e-05,0.2941709111488398,0.0,0.0
day0_DO_0_env_virus_control_000000019993,0.0,0.0351075877689694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000019999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020001,0.3836952521163047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020004,0.6408,2.514,0.0,0.0,0.4184,1.5836,0.0,0.0,0.0,1.6236,3.9872
day0_DO_0_env_virus_control_000000020007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020008,102.8195856873823,0.2485875706214689,0.5804143126177025,1.015065913370998,3.4572504708097926,0.0,2.7306967984934087,9.220715630885122,10.786817325800376,0.1182674199623352,0.0
day0_DO_0_env_virus_control_000000020009,0.138544553011521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020011,0.0,0.0768450932684509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020013,0.0,0.9716918318692412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020015,5.428781925343811,0.0,0.0,0.0,0.760150622134905,0.0,0.0,0.0,0.7554027504911591,0.8983300589390962,0.0
day0_DO_0_env_virus_control_000000020017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020018,0.0,0.0,0.0,0.0,0.0,0.1026753434562545,0.0,0.0,0.0,0.6266570257893468,0.0
day0_DO_0_env_virus_control_000000020019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020021,0.5865978471854597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021263455090877,0.0,0.0
day0_DO_0_env_virus_control_000000020023,0.0801528252563844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020024,15.467787662528108,0.0,0.0,0.0,0.0,0.0,0.0,2.916218594192981,1.4791768501319775,0.0,0.0
day0_DO_0_env_virus_control_000000020025,6.2748791465244205,0.1668611435239206,0.0,0.0,0.7170361726954493,3.973203867311218,0.0,0.0,0.0,7.693198866477746,0.0
day0_DO_0_env_virus_control_000000020026,0.3402716914986853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2809487291849255,0.0
day0_DO_0_env_virus_control_000000020027,9.642525773195876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020028,0.0,0.065055284134739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020029,0.0,0.0,0.0,0.0,0.0019702668816048,0.0,0.0,0.0,0.0,0.075658248253627,0.0
day0_DO_0_env_virus_control_000000020030,0.2085372026320229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020034,0.0,3.6978804640462086,0.0,0.0,0.0,7.191296686083509,0.0,0.0,0.0,2.5028635762886093,0.77786480003916
day0_DO_0_env_virus_control_000000020035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020040,7.935969868173258,3.0650231124807394,0.0,0.0,0.5116589625064202,9.46221537407978,0.0,0.0,0.4583461736004109,13.750590652285569,4.530936483478857
day0_DO_0_env_virus_control_000000020042,0.0,0.1123579060350295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020045,3.0754145827849437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020047,0.0234220311971797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020051,0.0,2.5239077884558694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1910264724957255
day0_DO_0_env_virus_control_000000020052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020053,6.320990566037736,19.39268867924528,0.0,0.0,0.0,16.640094339622642,0.0,0.0,0.0,9.337971698113208,31.64268867924528
day0_DO_0_env_virus_control_000000020054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020056,12.539224842400186,0.0,0.0,0.0,0.0098062106000466,0.0,0.0,1.4276791968246556,0.51780294186318,0.0,0.0
day0_DO_0_env_virus_control_000000020057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020062,0.1196017584690974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020063,0.9576769871446678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020067,0.4718980068234871,9.917399892260727,0.0,0.0,0.0,0.0905009876099838,0.0,0.0,0.0,0.0,5.885257676423056
day0_DO_0_env_virus_control_000000020068,0.2071468109969862,21.736330647641307,0.0,0.0,0.0,0.2059167230456977,0.0,0.0,0.0,0.0213420259548557,18.672796604957256
day0_DO_0_env_virus_control_000000020070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020072,0.0,0.2355727065427118,0.0,0.0,0.0,0.4179968426591826,0.0,0.0,0.0,0.5184470560720341,0.0
day0_DO_0_env_virus_control_000000020073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020080,4.748159117187658,0.0124754041828103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020082,6.023885742427973,48.61167200196996,0.0,0.0,0.7941393745382911,25.58187638512681,0.0,0.0,0.7089386850529427,13.773947303619796,64.16547648362473
day0_DO_0_env_virus_control_000000020084,1.336466165413534,0.0,0.0,0.0,0.0,0.5310150375939849,0.0,0.0,0.0,0.3552631578947368,0.0
day0_DO_0_env_virus_control_000000020085,0.0,0.2010071338648762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020086,0.0,0.5299703264094956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020088,0.0,0.4040122596823627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020091,0.4497138184791496,1.9529844644317251,0.0,0.0,0.0,0.1876533115290269,0.0,0.0,0.0,0.1531071136549468,0.428045789043336
day0_DO_0_env_virus_control_000000020092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020094,4.509571684341,13.06743791029702,0.0,0.0,0.4705045218748565,13.88904191341872,0.0,0.0,0.956158472203094,25.502547858421703,35.9810402607538
day0_DO_0_env_virus_control_000000020095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020096,0.0,1.422084088750755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020100,1.249930030786454,0.9336691855583544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.373075846627484
day0_DO_0_env_virus_control_000000020101,6.617952284155344,0.0,0.0,0.0,0.2878998609179415,0.0,0.0,0.0,0.2366534717021504,0.0459505723761634,0.0
day0_DO_0_env_virus_control_000000020102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020108,0.5426528599605522,0.0697731755424063,0.0,0.0,0.0,0.3767258382642998,0.0,0.0,0.0,0.4871794871794871,0.0
day0_DO_0_env_virus_control_000000020109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0302562519296079,0.0
day0_DO_0_env_virus_control_000000020111,2.5065455516965,1.197435212396473,0.0,0.0,0.0,2.4833021640395403,0.0,0.0,0.0,0.677798557306973,0.0
day0_DO_0_env_virus_control_000000020113,0.4916522740356937,0.3005181347150259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020114,0.0,2.0874265569917743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020115,0.1697269303201506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020116,1.0900562851782365,9.897435897435898,0.0,0.0,0.0,3.498436522826766,0.0,0.0,0.0,2.5534709193245777,8.23076923076923
day0_DO_0_env_virus_control_000000020117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020119,0.0,1.144431111595942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020120,7.741923641703377,0.1629955947136563,0.0,0.0,0.5987518355359766,0.4581497797356828,0.0,0.0,0.0,2.43575624082232,0.0
day0_DO_0_env_virus_control_000000020121,0.1524179620034542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020122,0.3377780896905046,0.0,0.0,0.0,0.1899782440873043,0.0,0.0,0.0,0.0826022878798512,0.0,0.0
day0_DO_0_env_virus_control_000000020123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020128,2.731188658669575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020129,4.9197586726998495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2108597285067873,0.0,0.0
day0_DO_0_env_virus_control_000000020131,0.0,0.0478785519657454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020132,0.1895930860640979,2.3925099027727765,0.0,0.0,0.0,1.803564998199496,0.0,0.0,0.0,1.7814187972632336,0.6317969031328772
day0_DO_0_env_virus_control_000000020133,0.6901203062340503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020134,0.4786135693215339,0.0,0.0,0.0,0.0,0.0,0.0,0.1231563421828908,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020135,0.0,1.0513900589721987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0502667789946644
day0_DO_0_env_virus_control_000000020136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020139,0.0,0.4374534623976173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020143,0.0,0.291653641763051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020150,0.0,0.2625628140703517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020151,0.1444020356234096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020156,0.0,1.1475968992248062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0654263565891472
day0_DO_0_env_virus_control_000000020157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020162,0.0,0.0386254661694192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020163,1.0471698113207548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0880503144654088,0.0
day0_DO_0_env_virus_control_000000020164,0.0,0.2895672791938352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020165,0.7789925810230379,5.944943381491605,0.0,0.0,0.0,2.269035532994924,0.0,0.0,0.0,0.7360406091370558,8.034361577508786
day0_DO_0_env_virus_control_000000020166,0.0,1.3937409024745269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2150655021834061
day0_DO_0_env_virus_control_000000020167,0.1906066536203522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020172,0.0,3.672250743042421,0.0,0.0,0.0,0.1831937314239394,0.0,0.0,0.0,0.0,0.7833018103215347
day0_DO_0_env_virus_control_000000020173,0.0965861781848459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020175,0.0,0.942280352573216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020178,0.0,3.515564882826163,0.2182581322140608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1661420076949982
day0_DO_0_env_virus_control_000000020179,0.0426415094339622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020182,0.0772727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020183,0.0,3.8559360730593606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000020190,0.080168776371308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
