contig,CLEAN_DAY0_DO_0_ENV_CELL_CONTROL_NONE,DAY7_DO_0_12C_CELL_ENRICHED_10,DAY7_DO_0_12C_CELL_ENRICHED_6,DAY7_DO_0_12C_CELL_ENRICHED_7,DAY7_DO_0_12C_CELL_ENRICHED_8,DAY7_DO_0_12C_CELL_ENRICHED_9,DAY7_DO_0_13C_CELL_ENRICHED_5,DAY7_DO_0_13C_CELL_ENRICHED_6,DAY7_DO_0_13C_CELL_ENRICHED_7,DAY7_DO_0_13C_CELL_ENRICHED_8,DAY7_DO_0_13C_CELL_ENRICHED_9
day0_DO_0_env_virus_control_000000009124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009135,0.0114449213161659,0.2266094420600858,0.0,0.0,0.0,2.1204577968526466,0.0,0.0,0.0,1.3570815450643776,0.0
day0_DO_0_env_virus_control_000000009137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009144,3.131233595800525,0.0,0.0,0.0,0.1506870464721321,0.0,0.0,0.0,0.0494055890072564,0.0,0.0
day0_DO_0_env_virus_control_000000009145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009146,0.2850678733031674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009153,0.177916120576671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009157,1.500195083886071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009168,0.0,1.738841405508072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0948084836973725
day0_DO_0_env_virus_control_000000009171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009173,4.254740658114891,0.0,0.0,0.0,0.0,0.0,0.2281093139988845,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009179,0.0919459554307773,0.0,0.0,0.0,0.0,0.1147569749078785,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009189,0.2892640968461293,27.7005415737496,0.3450143357757247,0.0,0.0,0.5466709143039185,0.0,0.0,0.0,0.0,25.877030901561007
day0_DO_0_env_virus_control_000000009190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009191,0.0,2.185056390977444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2737781954887218
day0_DO_0_env_virus_control_000000009192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009195,0.0,0.2262027069281279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3679136135750096,0.0
day0_DO_0_env_virus_control_000000009204,1.4447096260938743,0.0,0.0,0.0,0.0938743038981702,0.0,0.0,0.0,0.1356404136833731,0.0,0.0
day0_DO_0_env_virus_control_000000009207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009209,0.0,0.5758714969241285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009211,0.0,0.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009212,0.0,0.4857712009106431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009216,9.407758094074527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009219,0.3795517383375493,0.0,0.0,0.0,0.0,0.0946526266250955,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009220,0.0,0.188485150157624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009224,0.0,1.4523845118851846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053520705636119
day0_DO_0_env_virus_control_000000009225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009227,1.0943669625067922,0.0,0.0,0.0,1.0117732294874118,0.1825756203586306,0.0,0.0,0.5703676870132223,2.0289802571997826,0.0
day0_DO_0_env_virus_control_000000009228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009232,0.0,5.940187520206919,0.3494988684125444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4891690914969285
day0_DO_0_env_virus_control_000000009233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009235,0.0,0.3295202322007854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009236,4.683064867218111,0.0,0.0,0.0,0.4749673487157161,0.3441445363517632,0.0,0.0,0.1092729647366129,1.5052242054854157,0.0
day0_DO_0_env_virus_control_000000009237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009239,0.0,0.1704460503364066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009245,0.0,0.0954209748892171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009247,0.7754172989377845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009249,1.6407090851535295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009250,2.6205007824726136,0.0,0.0,0.0,0.0,0.0,0.0,0.0336463223787167,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009253,0.1258325404376784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009258,0.0,11.512684989429175,0.0197322057787174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.704369274136717
day0_DO_0_env_virus_control_000000009261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009262,0.0,0.1236828578771524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009264,0.1708001871782873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009267,0.0,0.0,0.0,0.0,0.0,0.0164516129032258,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009276,0.9881632229259684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1531512823175163,0.8432146194580002,0.0
day0_DO_0_env_virus_control_000000009277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009289,0.1034700315457413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009291,0.3857823669579031,3.4604845115170773,0.0,0.0,0.0,1.7395552025416998,0.0,0.0,0.0,0.976767275615568,2.251350277998412
day0_DO_0_env_virus_control_000000009292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009294,0.0,0.3386786401539448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009302,0.0,1.0609803164801237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009305,0.0138006571741511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009312,1.8092592592592596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009313,0.2414448669201521,0.0,0.0,0.0,0.0757287705956907,0.0,0.0,0.0,0.0,0.0380228136882129,0.0
day0_DO_0_env_virus_control_000000009315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009325,1.938367502865147,17.33057430281421,0.0,0.0,0.0,1.2101107856869986,0.0,0.0,0.0,0.9685470520820068,17.428626002801476
day0_DO_0_env_virus_control_000000009326,2.892098555649957,0.0,0.0,0.0,0.1543472104219767,0.0699518549985839,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009327,0.1940734557595993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009328,0.0,1.338633818589026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009329,0.0,6.794326241134752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.615445232466509
day0_DO_0_env_virus_control_000000009330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009337,0.252612540192926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009339,0.0,0.2038404726735598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009343,0.0,2.5870259481037925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3612774451097804
day0_DO_0_env_virus_control_000000009344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009347,1.853864961444424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009350,0.0,0.6286372803226736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009354,0.0,0.1256264617440695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009358,0.0,0.0,0.0,0.0,0.0,0.0,0.0023535240926545,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009372,0.3401556896702528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009393,0.0,1.9189746347584475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009395,0.0,0.087205146533238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009405,0.2286484866646688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009412,0.0,0.4010521042084168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009414,0.0,0.0,0.0,0.0,0.0,0.0266572304788865,0.0,0.0,0.0,0.2755366831799953,0.0
day0_DO_0_env_virus_control_000000009415,0.0,0.8058277462609592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
day0_DO_0_env_virus_control_000000009416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
